"鄉鎮市區","土地區段位置或建物區門牌","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價每平方公尺","編號"
"中正區","臺北市中正區杭州南路一段91~120號","商",1060717,"土地2建物1車位0","一層，騎樓","十層","店面(店鋪)","商業用","鋼筋混凝土造",NA,8.55,0,0,0,"無","有",732900,85719,"RPRNMLSJQHMFFBA28CA"
"中正區","臺北市中正區中華路一段95巷1~30號","商",1060701,"土地1建物1車位0","九層","二十五層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",1050622,250.32,0,0,0,"無","無",67390000,269215,"RPUNMLOJQHMFFBA18CA"
"中山區","臺北市中山區建國北路二段3巷1~30號","住",1060524,"土地1建物1車位0","六層","九層","辦公商業大樓","商業用","鋼筋混凝土造",811217,115.85,3,1,0,"有","有",22910000,197756,"RPQQMLPLPHMFFCA38CA"
"內湖區","臺北市內湖區南京東路六段451巷31~60號","其他",1060622,"土地1建物1車位0","三層","十四層","辦公商業大樓","商業用","鋼筋混凝土造",971205,84.62,1,2,1,"有","有",15100000,178445,"RPTQMLPLPHMFFCA68CA"
"中山區","臺北市中山區雙城街49巷1~30號","商",1060713,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)",NA,"鋼筋混凝土造",620904,95.93,4,2,2,"有","無",12500000,130303,"RPXOMLQLPHMFFCA98CA"
"中山區","臺北市中山區南京東路二段21巷31~60號","住",1060628,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)",NA,"加強磚造",NA,79.89,3,1,1,"有","無",8000000,100138,"RPRNMLQLPHMFFCA28CA"
"中山區","臺北市中山區建國北路二段31~60號","住",1060626,"土地5建物1車位0","十二層","十五層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",770524,40.25,1,1,1,"有","有",6450000,160248,"RPWPMLRLPHMFFCA09CA"
"大同區","臺北市大同區重慶北路三段223巷1~30號","住",1060624,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",NA,74.58,3,1,1,"有","無",5000000,67042,"RPRNMLOJQHMFFBA87CA"
"大同區","臺北市大同區延平北路三段91~120號","住",1060624,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",700112,90.88,2,2,2,"有","有",11180000,123019,"RPPNMLRJQHMFFBA97CA"
"大同區","臺北市大同區承德路三段198巷1~30號","商",1060630,"土地5建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690724,96.92,3,2,1,"有","無",11727320,121000,"RPPNMLKMPHMFFBA47CA"
"文山區","臺北市文山區興隆路一段61~90號","住",1060626,"土地1建物1車位0","二層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",600811,72.73,3,2,1,"有","無",11680000,160594,"RPPPMLQLPHMFFAA08CA"
"文山區","臺北市文山區久康街24巷1~30號","住",1060703,"土地1建物1車位0","五層","八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",960427,23.64,1,1,1,"有","無",2600000,109983,"RPXNMLRLPHMFFAA78CA"
"文山區","臺北市文山區辛亥路四段77巷92弄1~30號","住",1060712,"土地3建物1車位0",NA,NA,"住宅大樓(11層含以上有電梯)",NA,NA,NA,36.26,0,0,0,"有","無",1700000,46884,"RPXNMLSLPHMFFAA88CA"
"文山區","臺北市文山區指南路一段96巷1~30號","住",1060627,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1010509,74.2,2,1,2,"有","有",10200000,137466,"RPXOMLQLPHMFFAA78CA"
"中正區","臺北市中正區羅斯福路二段181~210號","商",1060630,"土地1建物1車位0","一層，騎樓","十二層","店面(店鋪)","商業用","鋼筋混凝土造",770112,17.12,0,0,0,"無","有",7890000,460864,"RPWNMLPKQHMFFAA48CA"
"文山區","臺北市文山區木柵路二段109巷25弄61~90號","住",1060618,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711220,88.1,3,2,1,"有","有",9800000,111237,"RPVNMLTJQHMFFAA68CA"
"中山區","臺北市中山區松江路313巷1~30號","住",1060518,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",700409,122.42,2,2,2,"有","無",25500000,208299,"RPXNMLTJQHMFFCA09CA"
"中山區","臺北市中山區林森北路301~330號","商",1060707,"土地1建物1車位0","十三層","十五層","套房(1房1廳1衛)","住家用","見其他登記事項",990409,34.5,0,0,0,"無","有",7250000,210145,"RPVPMLLMPHMFFCA48CA"
"內湖區","臺北市內湖區民權東路六段123巷20弄1~30號","商",1060603,"土地1建物1車位0","一層，騎樓","十三層","店面(店鋪)","商業用","鋼筋混凝土造",941025,38.2,0,0,0,"無","有",12800000,335079,"RPORMLNJQHMFFCA97CA"
"中山區","臺北市中山區雙城街43巷1~30號","商",1060612,"土地2建物1車位0","三層","七層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",680419,21.73,0,0,1,"無","有",3050000,140359,"RPSNMLNJQHMFFCA97CA"
"松山區","臺北市松山區敦化北路155巷66弄31~60號","住",1060626,"土地2建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701119,84.05,2,2,1,"有","有",18000000,214158,"RPTNMLMJQHMFFDA08CA"
"松山區","臺北市松山區民生東路五段36巷8弄1~30號","住",1060701,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",700422,121.31,3,2,2,"有","有",22150000,182590,"RPUNMLMJQHMFFDA18CA"
"松山區","臺北市松山區南京東路五段291巷19弄1~30號","住",1060623,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730517,111.32,3,2,1,"有","無",21680000,194754,"RPRNMLOJQHMFFDA08CA"
"信義區","臺北市信義區忠孝東路五段165巷3弄1~30號","商",1060611,"土地2建物1車位0","三層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,90.18,3,2,1,"有","無",19000000,210690,"RPOPMLSLPHMFFDA48CA"
"松山區","臺北市松山區撫遠街361~390號","住",1060716,"土地1建物1車位0","二層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,86.79,3,2,2,"有","無",11800000,135960,"RPQOMLSLPHMFFDA58CA"
"信義區","臺北市信義區虎林街40巷31~60號","住",1060707,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740517,105.84,3,1,1,"有","無",17300000,163454,"RPWOMLKKQHMFFDA48DA"
"中山區","臺北市中山區林森北路481~510號","商",1060704,"土地1建物1車位0","八層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",920122,42.92,2,1,1,"有","有",8300000,193383,"RPUOMLMJQHMFFCA28DA"
"中山區","臺北市中山區長安東路二段151~180號","商",1060626,"土地1建物1車位0","七層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",771026,86.82,3,2,2,"有","有",10400000,119788,"RPQSMLMJQHMFFCA28DA"
"大安區","臺北市大安區復興南路二段151巷30弄1~30號","住",1060624,"土地1建物1車位0","十三層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",740522,102.45,3,2,1,"有","有",21350000,208394,"RPPNMLLJQHMFFFA87DA"
"大安區","臺北市大安區四維路170巷31~60號","住",1060626,"土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",980115,40.72,2,1,1,"有","有",12100000,297151,"RPTNMLSLPHMFFFA09DA"
"大安區","臺北市大安區信義路三段134巷61~90號","住",1060525,"土地2建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",750515,131.06,3,2,2,"有","有",26000000,198382,"RPROMLQLPHMFFFA68CA"
"大安區","臺北市大安區師大路68巷1~30號","住",1060611,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)",NA,"鋼筋混凝土造",NA,89.02,2,2,2,"有","無",19500000,219052,"RPROMLRLPHMFFFA78CA"
"大安區","臺北市大安區通化街98巷1~30號","商",1060608,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",760507,118.08,4,2,3,"有","無",22000000,186314,"RPSOMLRLPHMFFFA88CA"
"大安區","臺北市大安區信義路三段134巷31~60號","住",1060613,"土地1建物1車位0","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",750415,108.05,3,2,2,"有","有",21000000,194354,"RPWOMLRLPHMFFFA66CA"
"大安區","臺北市大安區基隆路三段1~30號","住",1060626,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,113.49,3,2,1,"有","無",20580000,181338,"RPOPMLRLPHMFFFA58CA"
"大安區","臺北市大安區延吉街131巷1~30號","住",1060522,"土地1建物1車位0","平台，一層","六層","店面(店鋪)","住家用","鋼筋混凝土造",NA,135.93,0,0,0,"無","有",65000000,478187,"RPQRMLOLQHMFFFA78CA"
"大同區","臺北市大同區安西街151~180號","其他",1060629,"土地1建物1車位0","三層，電梯樓梯間","六層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",841120,81.69,1,1,1,"有","無",4000000,48966,"RPSNMLLMPHMFFBA97DA"
"文山區","臺北市文山區羅斯福路六段391~420號","商",1060529,"土地1建物1車位0","六層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",971029,48.57,1,1,1,"有","有",9250000,190447,"RPPNMLPJQHMFFAA77DA"
"中山區","臺北市中山區林森北路481~510號","商",1060616,"土地1建物1車位0","九層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",920122,42.92,1,2,1,"有","有",7800000,181733,"RPTNMLTLPHMFFCA88DA"
"內湖區","臺北市內湖區民權東路六段121~150號","商",1060610,"土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960621,44.7,2,1,1,"有","有",8880000,198658,"RPQQMLQLPHMFFCA58DA"
"士林區","臺北市士林區力行街1~30號","住",1060417,"土地1建物1車位0","三層，四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",851101,254.15,4,3,2,"有","無",20000000,78694,"RPPPMLLJQHMFFEA87CA"
"北投區","臺北市北投區實踐街61~90號","住",1060712,"土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",590530,56.66,3,2,2,"有","無",5000000,88246,"RPSNMLLJQHMFFEA97CA"
"北投區","臺北市北投區光明路241~270號","商",1060617,"土地1建物1車位0","九層","十九層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",980818,52.95,1,1,1,"有","有",8000000,151086,"RPVQMLQLPHMFFEA56CA"
"北投區","臺北市北投區建民路125巷1~30號","住",1060705,"土地1建物1車位0","一層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",1050602,43,1,1,1,"有","有",10000000,232558,"RPXNMLLKQHMFFEA58CA"
"北投區","臺北市北投區泉源路31~60號","住",1060710,"土地1建物1車位0","二層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",870105,48.14,2,1,1,"有","有",5880000,122144,"RPSNMLSKQHMFFEA78CA"
"北投區","臺北市北投區自強街61~90號","住",1060712,"土地1建物1車位0","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1050715,67.11,2,1,1,"有","無",13280000,197884,"RPXPMLRLPHMFFEA76CA"
"中山區","臺北市中山區松江路184巷26弄1~30號","住",1060617,"土地2建物1車位0","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",971202,53.89,2,1,1,"有","有",12800000,237521,"RPVNMLTLPHMFFCA09DA"
"中山區","臺北市中山區四平街91~120號","住",1060627,"土地1建物1車位0","六層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",900827,41.91,1,1,1,"有","有",8500000,202816,"RPRNMLTLPHMFFCA68DA"
"中正區","臺北市中正區仁愛路一段1~30號","住",1060717,"土地2建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,49.4,2,1,1,"有","有",13380000,270850,"RPPQMLOJQHMFFBA08DA"
"文山區","臺北市文山區興隆路三段185巷11弄1~30號","住",1060617,"土地7建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720823,110.79,3,2,1,"有","無",12600000,113729,"RPWOMLRJQHMFFAA78DA"
"大安區","臺北市大安區復興南路一段271~300號","其他",1060419,"土地8建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",NA,86.86,2,1,1,"有","有",8200000,94405,"RPWNMLRKQHMFFFA56CA"
"中正區","臺北市中正區開封街一段31~60號","商",1060619,"土地1建物1車位0","三層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",961025,48.62,1,1,1,"有","有",10500000,215961,"RPSOMLLMPHMFFBA08DA"
"大安區","臺北市大安區羅斯福路三段31~60號","商",1060521,"土地2建物1車位0","十一層","二十五層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",1050721,93.33,3,1,2,"有","有",31100000,333226,"RPPNMLSJQHMFFFA48CA"
"大安區","臺北市大安區建國南路一段331~360號","住",1060712,"土地1建物1車位0","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",750520,8.63,2,2,2,"有","有",2000000,231481,"RPOOMLNLQHMFFFA18CA"
"大安區","臺北市大安區信義路三段91~120號","商",1060628,"土地1建物1車位0","六層，電梯樓梯間","十三層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",840626,78.27,2,1,1,"有","有",24750000,316213,"RPQNMLSLPHMFFFA68CA"
"大安區","臺北市大安區大安路二段61~90號","住",1060317,"土地1建物1車位0","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",981113,41.88,2,1,1,"有","有",12380000,295606,"RPUNMLSLPHMFFFA09CA"
"北投區","臺北市北投區石牌路二段315巷1~30號","住",1060424,"土地4建物1車位0","一層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830912,57.99,2,1,1,"有","有",10200000,175892,"RPQPMLRJQHMFFEA68DA"
"士林區","臺北市士林區承德路四段271~300號","住",1060702,"土地1建物1車位0","二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",770715,133.69,3,2,2,"有","有",23260000,173985,"RPRNMLTLPHMFFEA88DA"
"大安區","臺北市大安區和平東路二段118巷4弄1~30號","住",1060628,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,100.41,3,2,2,"有","無",22200000,221094,"RPTUMLLMPHMFFFA56DA"
"大安區","臺北市大安區和平東路二段18巷3弄1~30號","住",1060610,"土地2建物1車位0","三層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",740506,158.27,4,2,2,"有","無",35300000,223037,"RPOPMLMJQHMFFFA08DA"
"中山區","臺北市中山區民生東路二段147巷1~30號","住",1060625,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",731017,150.87,4,2,2,"有","有",32000000,212103,"RPPNMLPJQHMFFCA97DA"
"南港區","臺北市南港區福德街339巷31~60號","住",1060516,"土地1建物1車位0","三層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",641203,63.09,3,1,1,"有","無",9280000,147091,"RPUOMLLMPHMFFDA48DA"
"信義區","臺北市信義區中坡北路1~30號","住",1060717,"土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",730712,6.51,3,1,2,"有","無",500000,76805,"RPPNMLLMPHMFFDA87DA"
"松山區","臺北市松山區新東街45巷1~30號","其他",1060121,"土地1建物1車位0","二層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",600901,74.09,2,2,1,"有","無",10500000,141720,"RPRPMLLMPHMFFDA28DA"
"信義區","臺北市信義區中坡南路181~210號","住",1060618,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,114.97,4,2,2,"有","無",15380000,133774,"RPXPMLLMPHMFFDA88DA"
"信義區","臺北市信義區和平東路三段391巷20弄1~30號","住",1060701,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,83.4,2,2,1,"有","無",12880000,154436,"RPSNMLSLPHMFFDA68CA"
"松山區","臺北市松山區撫遠街255巷1~30號","住",1060509,"土地1建物1車位0","陽台，四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",640114,104.04,4,3,2,"有","無",19800000,190311,"RPVNMLRLPHMFFDA88CA"
"松山區","臺北市松山區民生東路三段113巷25弄31~60號","住",1060630,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",720426,103.23,3,2,2,"有","有",21500000,208273,"RPQPMLKKQHMFFDA87CA"
"信義區","臺北市信義區光復南路481~510號","商",1060612,"土地1建物1車位0","二十層","二十層","套房(1房1廳1衛)","商業用","鋼骨混凝土造",850320,34.75,1,0,1,"有","有",6500000,187050,"RPQNMLKKQHMFFDA67CA"
"松山區","臺北市松山區塔悠路61~90號","商",1060704,"土地2建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840314,58.62,2,1,1,"有","有",9200000,156943,"RPTNMLMLQHMFFDA28CA"
"松山區","臺北市松山區三民路166巷1~30號","住",1060614,"土地1建物1車位0","陽台，五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",660108,118.31,3,2,2,"有","無",8000000,67619,"RPUPMLOLQHMFFDA78CA"
"中山區","臺北市中山區民生東路一段1~30號","商",1060629,"土地1建物1車位0","九層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",690815,44.7,1,1,1,"有","有",4800000,107383,"RPXPMLNJQHMFFCA68CA"
"內湖區","臺北市內湖區大湖山莊街219巷34弄1~30號","住",1060717,"土地1建物1車位0","地下一層","六層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",810717,39.46,0,1,1,"有","有",3150000,79828,"RPQNMLLJQHMFFCA57CA"
"中山區","臺北市中山區建國北路三段61~90號","住",1060620,"土地2建物1車位0","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1041016,74.94,0,0,0,"無","有",19910000,265679,"RPXOMLOKQHMFFCA78CA"
"中山區","臺北市中山區農安街1~30號","商",1060713,"土地1建物1車位0","八層","十四層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",980622,48.97,1,0,1,"有","有",9500000,193996,"RPQNMLOKQHMFFCA97CA"
"文山區","臺北市文山區恆光街1~30號","住",1060626,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,74.11,2,2,1,"有","無",9200000,124140,"RPTOMLSJQHMFFAA48CA"
"萬華區","臺北市萬華區成都路121~150號","商",1060611,"土地10建物2車位0","八層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",701228,59.77,2,1,1,"有","有",9000000,150577,"RPTNMLSLPHMFFBA58CA"
"萬華區","臺北市萬華區康定路31~60號","商",1060625,"土地1建物1車位0","十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840328,87.77,2,2,1,"有","有",13200000,150393,"RPPNMLSLPHMFFBA18CA"
"文山區","臺北市文山區辛亥路四段77巷31~60號","住",1060617,"土地1建物1車位0","四層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",831101,81.92,2,1,1,"有","有",12560000,153320,"RPSOMLRLPHMFFAA38CA"
"萬華區","臺北市萬華區西寧南路271~300號","商",1030521,"土地1建物1車位0","九層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1060113,57.54,0,0,0,"無","無",13400000,232881,"RPPOMLOKQHMFFBA87CA"
"萬華區","臺北市萬華區長泰街59巷1~30號","住",1060703,"土地2建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",660308,59.46,2,2,1,"有","無",8050000,135385,"RPOPMLKKQHMFFBA47CA"
"萬華區","臺北市萬華區昆明街31~60號","商",1060425,"土地1建物1車位0","五層","八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",761221,31.26,1,1,1,"有","有",5250000,167946,"RPQOMLSLPHMFFBA38CA"
"中正區","臺北市中正區銅山街1~30號","住",1060611,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",630813,167.02,4,2,2,"有","無",41500000,248473,"RPTNMLLMPHMFFBA97CA"
"大同區","臺北市大同區伊寧街61~90號","住",1060710,"土地1建物1車位0","一層，騎樓","二層","公寓(5樓含以下無電梯)","住家用","加強磚造",601115,16.69,3,2,2,"有","無",1700000,101857,"RPPOMLLJQHMFFBA47CA"
"中山區","臺北市中山區中山北路一段83巷1~30號","商",1060710,"土地1建物1車位0","四層","五層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",740129,39,1,0,1,"有","無",6200000,158974,"RPXPMLRLPHMFFCA56CA"
"內湖區","臺北市內湖區文德路66巷32弄1~30號","住",1060604,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730204,128.62,3,2,1,"有","無",19460000,151298,"RPOQMLRLPHMFFCA38CA"
"內湖區","臺北市內湖區江南街71巷65弄1~30號","住",1060625,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730131,104.25,3,2,1,"有","有",14550000,139568,"RPPQMLRLPHMFFCA48CA"
